Date,HomeTeam,AwayTeam,HomeBookings,AwayBookings,HomeCorners,AwayCorners,Referee
2026-05-17,Real Oviedo,Alaves,3,1,5,2,J Munuera Montero
2026-05-17,Sociedad,Valencia,4,1,3,2,I Galech Apezteguía
2026-05-17,Sevilla,Real Madrid,4,0,4,4,J Sánchez Martínez
2026-05-23,Celta,Sevilla,1,1,4,3,F Hernández Maeso
2026-05-23,Alaves,Vallecano,3,3,10,5,J Gil Manzano
2026-05-23,Espanol,Sociedad,1,3,3,5,J Munuera Montero
2026-05-23,Getafe,Osasuna,1,2,2,4,A Quintero González
2026-05-23,Girona,Elche,4,4,2,1,A Hernández Hernández
2026-05-23,Mallorca,Real Oviedo,2,1,5,5,J Sánchez Martínez
2026-05-23,Betis,Levante,1,2,4,8,M Busquets Ferrer
2026-05-23,Real Madrid,Ath Bilbao,2,0,2,1,J Martínez Munuera
2026-05-23,Valencia,Barcelona,2,2,7,8,A Cordero Vega
2026-05-24,Villarreal,Ath Madrid,0,1,5,9,M Sesma Espinosa
2026-09-03,Sociedad,Celta,2,3,11,3,V García Verdura
2026-09-11,Sevilla,Valencia,1,2,6,4,M Busquets Ferrer
2026-09-12,Real Madrid,Vallecano,0,1,11,5,V García Verdura
2026-09-12,Racing Santander,Alaves,3,3,4,6,Javier Alberola Rojas
2026-09-12,Osasuna,Espanol,2,3,3,4,L Bestard Servera
2026-09-12,Ath Bilbao,Elche,3,3,7,1,M Orellana Cid
2026-09-05,Villarreal,Deportivo A Coruña,2,2,7,1,J Gil Manzano
2026-09-06,Valencia,Barcelona,1,3,1,4,I Díaz de Mera Escuderos
2026-09-05,Vallecano,Racing Santander,5,2,9,6,A Quintero González
2026-09-06,Málaga,Levante,4,2,6,4,L Bestard Servera
2026-09-07,Getafe,Celta,5,2,3,5,C Soto Grado
2026-09-06,Espanol,Sevilla,2,4,0,4,M Sesma Espinosa
2026-09-07,Elche,Sociedad,4,2,6,7,M Ortiz Arias
2026-09-04,Betis,Real Madrid,3,4,6,10,A Hernández Hernández
2026-09-05,Ath Bilbao,Ath Madrid,0,1,3,8,J Munuera Montero
2026-09-06,Alaves,Osasuna,1,2,4,1,J Sánchez Martínez
2026-08-29,Sevilla,Ath Madrid,2,2,4,2,Javier Alberola Rojas
2026-08-29,Sociedad,Espanol,2,4,7,3,M Orellana Cid
2026-08-30,Real Madrid,Málaga,0,2,9,6,J Martínez Munuera
2026-08-28,Racing Santander,Elche,2,1,5,10,C Muñiz Muñoz
2026-08-31,Osasuna,Getafe,5,4,1,3,J González Esteban
2026-08-29,Levante,Betis,1,1,5,8,R De Burgos Bengoetxea
2026-08-31,Barcelona,Vallecano,0,1,9,5,F Hernández Maeso
2026-08-30,Deportivo A Coruña,Valencia,3,1,5,5,M Ortiz Arias
2026-08-30,Celta,Ath Bilbao,0,3,4,7,M Busquets Ferrer
2026-08-28,Alaves,Villarreal,3,1,5,9,I Díaz de Mera Escuderos
2026-08-22,Valencia,Celta,2,3,1,2,J Gil Manzano
2026-08-20,Vallecano,Alaves,1,2,9,7,J Munuera Montero
2026-08-24,Osasuna,Levante,2,1,9,4,V García Verdura
2026-08-24,Málaga,Deportivo A Coruña,1,4,7,4,Javier Alberola Rojas
2026-08-23,Getafe,Racing Santander,1,3,8,6,J Martínez Munuera
2026-08-22,Espanol,Real Madrid,5,1,0,8,J Sánchez Martínez
2026-08-23,Elche,Barcelona,1,0,3,1,A Quintero González
2026-08-21,Betis,Sociedad,3,3,4,5,I Díaz de Mera Escuderos
2026-08-23,Ath Madrid,Villarreal,4,2,5,3,A Hernández Hernández
2026-08-22,Ath Bilbao,Sevilla,3,4,10,3,C Soto Grado
2026-08-25,Valencia,Betis,2,1,8,2,J González Esteban
2026-08-15,Sevilla,Vallecano,5,4,1,2,R De Burgos Bengoetxea
2026-08-26,Real Madrid,Sociedad,3,3,4,7,M Busquets Ferrer
2026-08-16,Racing Santander,Villarreal,2,4,6,10,M Sesma Espinosa
2026-08-27,Barcelona,Ath Bilbao,1,2,12,5,M Ortiz Arias
2026-08-16,Espanol,Levante,3,0,0,1,C Muñiz Muñoz
2026-08-17,Deportivo A Coruña,Elche,2,2,2,6,F Hernández Maeso
2026-08-27,Celta,Osasuna,2,1,5,3,M Sesma Espinosa
2026-08-19,Ath Madrid,Málaga,2,3,6,1,A Cordero Vega
2026-08-15,Alaves,Getafe,4,4,5,3,M Orellana Cid
